Line_ID,Color_ID,Operator,Current_Status,Latitude,Longitude,Speed,Stop_ID,District,Date,Time,Day,Workday
4701,Yellow Line,CM,In Transit,38.65761184692383,-8.990095138549805,3.0555555555555554,090059,Bairro da Remoa,2025-05-20,14:34:03,Tuesday,True
4641,Red Line,CM,In Transit,38.529945373535156,-8.885849952697754,0.0,160213,Bonfim,2025-05-20,14:34:04,Tuesday,True
4562,Red Line,CM,Approaching,38.529354095458984,-8.886043548583984,6.388888888888888,162008,Bonfim,2025-05-20,14:33:24,Tuesday,True
4562,Red Line,CM,In Transit,38.56257247924805,-8.879021644592285,0.0,130656,Portal Branco,2025-05-20,14:34:07,Tuesday,True
4412,Red Line,CM,Approaching,38.5209846496582,-8.794493675231934,13.61111111111111,160305,Unknown,2025-05-20,14:33:18,Tuesday,True
4702,Yellow Line,CM,Stationed,38.75552749633789,-8.950451850891113,0.0,010140,Canto do Pinheiro,2025-05-20,14:34:07,Tuesday,True
4705,Yellow Line,CM,In Transit,38.70626449584961,-8.976593017578125,5.833333333333333,100083,Bairro dos Pescadores,2025-05-20,14:34:05,Tuesday,True
4600,Red Line,CM,In Transit,38.653438568115234,-9.06764030456543,0.0,040006,Verderena,2025-05-20,14:34:14,Tuesday,True
4621,Red Line,CM,In Transit,38.59250259399414,-9.046308517456055,11.11111111111111,040115,Unknown,2025-05-20,14:34:12,Tuesday,True
4560,Red Line,CM,In Transit,38.53395080566406,-9.026029586791992,9.722222222222221,160758,Azeitão (São Lourenço e São Simão),2025-05-20,14:34:06,Tuesday,True
4504,Red Line,CM,Approaching,38.753684997558594,-8.959342956542969,3.333333333333333,010079,Várzea,2025-05-20,14:34:14,Tuesday,True
4420,Blue Line,CM,In Transit,38.541542053222656,-8.876148223876953,5.277777777777778,160375,Nova Azeda,2025-05-20,14:34:04,Tuesday,True
4436,Blue Line,CM,Approaching,38.526527404785156,-8.861579895019531,5.277777777777778,160209,São Sebastião,2025-05-20,14:34:10,Tuesday,True
4600,Red Line,CM,Approaching,38.655391693115234,-9.064664840698242,8.333333333333334,040007,Verderena,2025-05-20,14:34:09,Tuesday,True
4107,Blue Line,CM,Approaching,38.65549087524414,-9.027511596679688,2.7777777777777777,090090,Bairro Gouveia,2025-05-20,14:34:11,Tuesday,True
4406,Blue Line,CM,In Transit,38.5233268737793,-8.896556854248047,8.055555555555555,160161,Troino,2025-05-20,14:34:06,Tuesday,True
4452,Red Line,CM,In Transit,38.515357971191406,-8.82960319519043,0.0,160695,Urbanização Casas do Sado,2025-05-20,14:34:16,Tuesday,True
4512,Red Line,CM,In Transit,38.62679672241211,-8.916885375976562,8.333333333333334,130228,Pinhal Novo,2025-05-20,14:34:05,Tuesday,True
4540,Red Line,CM,In Transit,38.5560188293457,-8.799625396728516,15.555555555555555,160009,Poceirão e Marateca,2025-05-20,14:34:05,Tuesday,True
4422,Red Line,CM,In Transit,38.52722930908203,-8.905755043029785,0.0,160442,Bairro dos Pescadores,2025-05-20,14:34:12,Tuesday,True
4701,Yellow Line,CM,In Transit,38.679649353027344,-8.943581581115723,15.277777777777777,060005,Atalaia e Alto Estanqueiro-Jardia,2025-05-20,14:34:04,Tuesday,True
4437,Red Line,CM,Stationed,38.52822494506836,-8.882718086242676,0.0,160065,Arangues,2025-05-20,14:34:14,Tuesday,True
2220,Blue Line,CM,In Transit,38.79264450073242,-9.172589302062988,0.0,110577,Bairro dos Cágados,2025-05-20,14:33:50,Tuesday,True
3017,Red Line,CM,Stationed,38.64863586425781,-9.18354606628418,0.0,020592,Casal do Outeiro,2025-05-20,14:34:07,Tuesday,True
4720,Yellow Line,CM,In Transit,38.530853271484375,-8.885716438293457,5.555555555555555,162001,Bonfim,2025-05-20,14:34:04,Tuesday,True
1525,Red Line,CM,In Transit,38.74577331542969,-9.282118797302246,7.777777777777778,121144,Fontainhas,2025-05-20,14:33:06,Tuesday,True
1721,Red Line,CM,In Transit,38.7569580078125,-9.23119068145752,10.0,030685,Reboleira,2025-05-20,14:33:59,Tuesday,True
3013,Red Line,CM,Approaching,38.65293502807617,-9.165815353393555,5.277777777777778,020516,Alembrança,2025-05-20,14:34:04,Tuesday,True
3103,Red Line,CM,Approaching,38.626373291015625,-9.118952751159668,9.722222222222221,140217,Amora,2025-05-20,14:34:09,Tuesday,True
2703,Red Line,CM,Stationed,38.79862594604492,-9.147605895996094,0.0,070636,Zona Antiga de Fetais,2025-05-20,14:33:50,Tuesday,True
2310,Red Line,CM,Approaching,38.972965240478516,-8.983390808105469,9.722222222222221,180780,Povos,2025-05-20,14:34:10,Tuesday,True
1724,Red Line,CM,In Transit,38.71099853515625,-9.238848686218262,8.61111111111111,120160,Pedreira dos Húngaros,2025-05-20,14:34:01,Tuesday,True
1218,Red Line,CM,Approaching,38.7881965637207,-9.305148124694824,0.0,170487,Agualva e Mira-Sintra,2025-05-20,14:34:04,Tuesday,True
1502,Red Line,CM,Stationed,38.70390319824219,-9.230488777160645,0.0,121059,Baixa de Algés,2025-05-20,14:34:11,Tuesday,True
1241,Red Line,CM,Approaching,38.7994270324707,-9.420282363891602,15.0,171388,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2025-05-20,14:34:14,Tuesday,True
3526,Red Line,CM,In Transit,38.639217376708984,-9.152737617492676,6.388888888888888,149999,Quinta da Marialva,2025-05-20,14:34:02,Tuesday,True
3716,Red Line,CM,In Transit,38.719669342041016,-9.174976348876953,8.333333333333334,060399,Santa Isabel,2025-05-20,14:33:57,Tuesday,True
2796,Red Line,CM,In Transit,38.84059524536133,-9.16103744506836,7.777777777777778,070443,Infantado,2025-05-20,14:34:01,Tuesday,True
2711,Red Line,CM,In Transit,38.78770446777344,-9.103513717651367,7.222222222222222,070693,Urbanização Real Forte,2025-05-20,14:34:15,Tuesday,True
2711,Red Line,CM,Stationed,38.80088424682617,-9.119955062866211,0.0,070620,Campo do Rio,2025-05-20,14:34:14,Tuesday,True
4307,Red Line,CM,In Transit,38.6297721862793,-8.739493370056152,10.555555555555555,130256,Poceirão e Marateca,2025-05-20,14:34:14,Tuesday,True
1502,Red Line,CM,Stationed,38.7274169921875,-9.234228134155273,0.0,120037,Outurela,2025-05-20,14:33:52,Tuesday,True
1510,Blue Line,CM,In Transit,38.76023864746094,-9.240575790405273,1.9444444444444444,030475,Venteira,2025-05-20,14:34:00,Tuesday,True
1608,Red Line,CM,Approaching,38.69105529785156,-9.319357872009277,4.722222222222222,120829,Nova Oeiras,2025-05-20,14:33:59,Tuesday,True
1707,Red Line,CM,Approaching,38.77851867675781,-9.233837127685547,7.222222222222222,030792,Moinhos da Funcheira,2025-05-20,14:34:14,Tuesday,True
4725,Yellow Line,CM,In Transit,38.57974624633789,-9.043781280517578,24.166666666666664,160027,Quinta do Conde,2025-05-20,14:34:07,Tuesday,True
1622,Red Line,CM,In Transit,38.72420120239258,-9.336125373840332,7.777777777777778,050124,Abóboda,2025-05-20,14:33:38,Tuesday,True
1235,Red Line,CM,In Transit,38.827457427978516,-9.277872085571289,7.777777777777778,170344,Sintra,2025-05-20,14:34:01,Tuesday,True
4307,Red Line,CM,In Transit,38.57698440551758,-8.874221801757812,0.8333333333333333,130009,Cabeço do Velhinho,2025-05-20,14:34:07,Tuesday,True
4621,Red Line,CM,Stationed,38.58135986328125,-9.044170379638672,0.0,040119,Unknown,2025-05-20,14:34:13,Tuesday,True
1516,Red Line,CM,Approaching,38.803165435791016,-9.228418350219727,8.61111111111111,171557,Portela de Cambra,2025-05-20,14:32:48,Tuesday,True
4602,Red Line,CM,In Transit,38.65666961669922,-9.056931495666504,12.5,040005,Verderena,2025-05-20,14:34:07,Tuesday,True
1248,Red Line,CM,Stationed,38.81411361694336,-9.385851860046387,3.888888888888889,171716,Várzea de Sintra,2025-05-20,14:34:10,Tuesday,True
4600,Red Line,CM,In Transit,38.67664337158203,-8.968914985656738,15.555555555555555,100421,Novo Jaime,2025-05-20,14:34:06,Tuesday,True
4321,Red Line,CM,In Transit,38.623504638671875,-8.913735389709473,11.666666666666666,130369,Pinhal Novo,2025-05-20,14:34:06,Tuesday,True
4403,Blue Line,CM,Approaching,38.548004150390625,-8.898385047912598,4.166666666666667,160073,Amoreiras,2025-05-20,14:34:07,Tuesday,True
4725,Yellow Line,CM,In Transit,38.59341049194336,-9.07022476196289,28.055555555555554,160027,Flor da Mata,2025-05-20,14:34:05,Tuesday,True
4503,Red Line,CM,In Transit,38.70677185058594,-8.927236557006836,9.166666666666666,100289,Urbanização dos Cruzeiros,2025-05-20,14:34:07,Tuesday,True
4600,Red Line,CM,In Transit,38.70012664794922,-8.95747184753418,0.5555555555555556,100008,Bairro da Bela Vista,2025-05-20,14:34:09,Tuesday,True
1714,Red Line,CM,In Transit,38.74909973144531,-9.233799934387207,0.0,030515,Venteira,2025-05-20,14:33:41,Tuesday,True
4544,Red Line,CM,In Transit,38.538047790527344,-8.844758033752441,1.3888888888888888,160395,Gâmbia-Pontes-Alto da Guerra,2025-05-20,14:34:07,Tuesday,True
4524,Red Line,CM,In Transit,38.63330078125,-8.743120193481445,0.0,130160,Palmela,2025-05-20,14:34:07,Tuesday,True
1245,Red Line,CM,In Transit,38.80402755737305,-9.381339073181152,7.222222222222222,171315,Estefânea,2025-05-20,14:34:02,Tuesday,True
1522,Red Line,CM,In Transit,38.72004699707031,-9.234864234924316,12.5,120397,Nova Carnaxide,2025-05-20,14:34:13,Tuesday,True
2223,Red Line,CM,Stationed,38.80354690551758,-9.211747169494629,0.2777777777777778,110615,Bairro dos Quatro,2025-05-20,14:34:10,Tuesday,True
3022,Red Line,CM,In Transit,38.680362701416016,-9.155985832214355,4.166666666666667,020047,Cova da Piedade,2025-05-20,14:33:39,Tuesday,True
3026,Blue Line,CM,Approaching,38.67312240600586,-9.175352096557617,5.555555555555555,021064,Pragal,2025-05-20,14:33:56,Tuesday,True
1509,Red Line,CM,In Transit,38.792118072509766,-9.231576919555664,4.444444444444445,030641,Urbanização Moinho do Guizo,2025-05-20,14:34:05,Tuesday,True
3615,Red Line,CM,In Transit,38.623741149902344,-9.077563285827637,15.833333333333332,140020,Casal de Santo António,2025-05-20,14:34:08,Tuesday,True
1254,Red Line,CM,In Transit,38.80382537841797,-9.42735481262207,16.11111111111111,171356,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",2025-05-20,14:33:57,Tuesday,True
2006,Blue Line,CM,In Transit,38.90848922729492,-9.125563621520996,12.222222222222221,070141,Quinta das Murgas,2025-05-20,14:34:00,Tuesday,True
3635,Red Line,CM,In Transit,38.56020736694336,-9.035750389099121,5.277777777777778,150007,Quinta do Conde,2025-05-20,14:34:16,Tuesday,True
3222,Blue Line,CM,In Transit,38.56993865966797,-9.038021087646484,6.944444444444445,150017,Quinta do Conde,2025-05-20,14:33:54,Tuesday,True
1234,Red Line,CM,Approaching,38.78251266479492,-9.30086898803711,0.0,171204,Agualva,2025-05-20,14:34:16,Tuesday,True
3508,Red Line,CM,In Transit,38.63441848754883,-9.143598556518555,12.5,140137,Quinta das Lagoas,2025-05-20,14:34:09,Tuesday,True
1704,Red Line,CM,Stationed,38.723331451416016,-9.166430473327637,0.0,060450,Campolide,2025-05-20,14:34:14,Tuesday,True
3620,Red Line,CM,In Transit,38.56804275512695,-9.04819393157959,6.388888888888888,150023,Quinta do Conde,2025-05-20,14:33:43,Tuesday,True
1124,Blue Line,CM,Approaching,38.694061279296875,-9.29645824432373,8.88888888888889,120885,Bairro Comandante Joaquim Matias,2025-05-20,14:34:05,Tuesday,True
1631,Red Line,CM,In Transit,38.78008270263672,-9.349725723266602,0.2777777777777778,170131,Vale Flores,2025-05-20,14:34:07,Tuesday,True
2722,Red Line,CM,Stationed,38.80579376220703,-9.101369857788086,0.0,071293,"Santa Iria de Azoia, São João da Talha e Bobadela",2025-05-20,14:33:58,Tuesday,True
2030,Blue Line,CM,Approaching,38.79711151123047,-9.116659164428711,13.055555555555555,070613,Quinta do Mocho,2025-05-20,14:33:44,Tuesday,True
2725,Red Line,CM,Stationed,38.82889175415039,-9.166815757751465,0.0,070032,Bairro Almoínhas,2025-05-20,14:34:08,Tuesday,True
2011,Red Line,CM,Approaching,38.8847770690918,-9.193568229675293,9.444444444444445,070221,Unknown,2025-05-20,14:34:11,Tuesday,True
1249,Red Line,CM,Stationed,38.847251892089844,-9.378117561340332,0.0,170023,São João das Lampas e Terrugem,2025-05-20,14:33:58,Tuesday,True
1242,Red Line,CM,In Transit,38.802555084228516,-9.456870079040527,10.555555555555555,171338,Mucifal,2025-05-20,14:33:52,Tuesday,True
4426,Blue Line,CM,In Transit,38.52509689331055,-8.905338287353516,0.5555555555555556,160269,São Francisco Xavier,2025-05-20,14:34:03,Tuesday,True
1720,Red Line,CM,Stationed,38.80257797241211,-9.230629920959473,0.0,172049,Portela de Cambra,2025-05-20,14:34:06,Tuesday,True
1723,Red Line,CM,In Transit,38.72658920288086,-9.239919662475586,9.444444444444445,120097,Bairro do Aqueduto,2025-05-20,14:34:03,Tuesday,True
1213,Red Line,CM,Stationed,38.770084381103516,-9.310403823852539,0.0,170449,Cacém,2025-05-20,14:33:39,Tuesday,True
1713,Red Line,CM,In Transit,38.7076530456543,-9.225482940673828,8.333333333333334,120345,Núcleo Urbano Histórico de Algés,2025-05-20,14:34:03,Tuesday,True
2141,Red Line,CM,In Transit,38.95098876953125,-9.33233642578125,0.0,080813,Salgados,2025-05-20,14:34:12,Tuesday,True
1624,Red Line,CM,In Transit,38.7332763671875,-9.447117805480957,13.055555555555555,050303,Outeiro do Zambujeiro,2025-05-20,14:34:12,Tuesday,True
1001,Red Line,CM,In Transit,38.74275588989258,-9.20560359954834,5.833333333333333,030035,Benfica,2025-05-20,14:33:37,Tuesday,True
1721,Red Line,CM,In Transit,38.75058364868164,-9.20104694366455,6.111111111111111,060053,Benfica,2025-05-20,14:33:31,Tuesday,True
4562,Red Line,CM,In Transit,38.529212951660156,-8.885886192321777,0.0,162008,Arangues,2025-05-20,14:34:08,Tuesday,True
4204,Blue Line,CM,In Transit,38.703025817871094,-8.96353816986084,3.888888888888889,100009,Pocinho,2025-05-20,14:34:12,Tuesday,True
4720,Yellow Line,CM,In Transit,38.76755905151367,-9.100406646728516,0.0,060011,Parque das Nações,2025-05-20,14:34:08,Tuesday,True
4600,Red Line,CM,In Transit,38.64744186401367,-8.992578506469727,0.0,090183,Bairro do Juncalinho,2025-05-20,14:34:07,Tuesday,True
4404,Blue Line,CM,In Transit,38.53376007080078,-8.893106460571289,0.0,160097,Bairro do Liceu,2025-05-20,14:34:10,Tuesday,True
3620,Red Line,CM,Approaching,38.58540344238281,-9.05179214477539,9.722222222222221,142335,"Seixal, Arrentela e Aldeia de Paio Pires",2025-05-20,14:32:49,Tuesday,True
1103,Red Line,CM,In Transit,38.72658157348633,-9.239986419677734,9.444444444444445,120277,Bairro do Aqueduto,2025-05-20,14:33:59,Tuesday,True
1608,Red Line,CM,In Transit,38.73654556274414,-9.310121536254883,8.333333333333334,121002,Porto Salvo,2025-05-20,14:34:12,Tuesday,True
4203,Blue Line,CM,In Transit,38.71315002441406,-8.9608154296875,5.0,100067,Bairro do Corte Esteval,2025-05-20,14:34:03,Tuesday,True
1008,Blue Line,CM,Approaching,38.75104522705078,-9.217597007751465,7.777777777777778,030285,Venda Nova,2025-05-20,14:34:07,Tuesday,True
1601,Red Line,CM,In Transit,38.729366302490234,-9.301372528076172,5.833333333333333,121276,Leião,2025-05-20,14:34:05,Tuesday,True
3508,Red Line,CM,In Transit,38.6158561706543,-9.107908248901367,6.666666666666666,140227,Fogueteiro,2025-05-20,14:34:07,Tuesday,True
2772,Red Line,CM,Stationed,38.81256103515625,-9.178455352783203,0.0,070323,Torres da Bela Vista,2025-05-20,14:34:01,Tuesday,True
4704,Yellow Line,CM,Approaching,38.696441650390625,-8.928858757019043,12.777777777777777,100171,Atalaia e Alto Estanqueiro-Jardia,2025-05-20,14:33:30,Tuesday,True
2812,Red Line,CM,Approaching,38.789066314697266,-9.169149398803711,18.88888888888889,110591,Póvoa de Santo Adrião e Olival Basto,2025-05-20,14:34:14,Tuesday,True
3508,Red Line,CM,Stationed,38.643516540527344,-9.098170280456543,0.0,140575,Quinta da Trindade,2025-05-20,14:34:13,Tuesday,True
2020,Blue Line,CM,In Transit,38.81650161743164,-9.17443561553955,0.0,070322,Torres da Bela Vista,2025-05-20,14:34:06,Tuesday,True
2764,Red Line,CM,Approaching,38.827598571777344,-9.163924217224121,2.2222222222222223,070035,Bairro Almoínhas,2025-05-20,14:33:53,Tuesday,True
2626,Red Line,CM,Approaching,38.9398307800293,-9.334917068481445,4.166666666666667,080208,Mafra,2025-05-20,14:34:04,Tuesday,True
1701,Red Line,CM,Stationed,38.69849395751953,-9.227584838867188,0.2777777777777778,121095,Baixa de Algés,2025-05-20,14:34:16,Tuesday,True
2729,Red Line,CM,Stationed,38.84025955200195,-9.097007751464844,1.1111111111111112,071492,Alto do Convento,2025-05-20,14:34:09,Tuesday,True
1718,Red Line,CM,Approaching,38.74967956542969,-9.220376014709473,7.222222222222222,030583,Damaia,2025-05-20,14:34:10,Tuesday,True
1731,Red Line,CM,Stationed,38.766990661621094,-9.305389404296875,0.2777777777777778,170683,Cacém,2025-05-20,14:34:10,Tuesday,True
1524,Blue Line,CM,In Transit,38.762874603271484,-9.298636436462402,0.0,170743,Cacém,2025-05-20,14:34:15,Tuesday,True
3041,Red Line,CM,In Transit,38.654598236083984,-9.162885665893555,5.833333333333333,020862,Alembrança,2025-05-20,14:34:14,Tuesday,True
1717,Red Line,CM,Approaching,38.745948791503906,-9.281176567077637,8.61111111111111,121167,Fontainhas,2025-05-20,14:34:14,Tuesday,True
1245,Red Line,CM,Approaching,38.802486419677734,-9.376906394958496,4.166666666666667,170307,Portela de Sintra,2025-05-20,14:33:16,Tuesday,True
1506,Red Line,CM,Stationed,38.736602783203125,-9.225576400756836,0.0,030076,Alfragide,2025-05-20,14:34:10,Tuesday,True
4438,Red Line,CM,In Transit,38.523475646972656,-8.895284652709961,2.5,160351,Centro Histórico,2025-05-20,14:34:07,Tuesday,True
4504,Red Line,CM,Approaching,38.720481872558594,-8.904364585876465,6.388888888888888,012854,Alcochete,2025-05-20,14:34:14,Tuesday,True
3703,Red Line,CM,In Transit,38.73737716674805,-9.156607627868652,7.222222222222222,061220,Campolide,2025-05-20,14:33:45,Tuesday,True
4701,Yellow Line,CM,In Transit,38.77993392944336,-9.10506820678711,18.055555555555554,100417,Jardins do Cristo Rei,2025-05-20,14:34:09,Tuesday,True
4426,Blue Line,CM,In Transit,38.528846740722656,-8.885588645935059,5.277777777777778,160213,Arangues,2025-05-20,14:34:08,Tuesday,True
4600,Red Line,CM,In Transit,38.71115493774414,-8.988882064819336,0.0,100349,Alto da Caneira,2025-05-20,14:34:09,Tuesday,True
4410,Red Line,CM,In Transit,38.523101806640625,-8.857196807861328,8.61111111111111,160279,São Sebastião,2025-05-20,14:34:08,Tuesday,True
4612,Red Line,CM,In Transit,38.553550720214844,-8.985026359558105,14.722222222222221,130700,Palmela,2025-05-20,14:34:09,Tuesday,True
4305,Red Line,CM,In Transit,38.58220672607422,-8.831711769104004,10.555555555555555,130755,Palmela,2025-05-20,14:34:10,Tuesday,True
4532,Red Line,CM,In Transit,38.661373138427734,-8.98673152923584,0.0,090099,Bairro da Bela Vista,2025-05-20,14:34:10,Tuesday,True
4403,Blue Line,CM,Approaching,38.53864288330078,-8.894726753234863,4.166666666666667,160082,Bairro do Liceu,2025-05-20,14:34:09,Tuesday,True
1615,Red Line,CM,Stationed,38.77582931518555,-9.34203815460205,1.1111111111111112,170049,Alto do Forte,2025-05-20,14:34:07,Tuesday,True
2219,Red Line,CM,Stationed,38.79679870605469,-9.173803329467773,3.888888888888889,110524,Amorosa,2025-05-20,14:34:09,Tuesday,True
2762,Red Line,CM,Stationed,38.83788299560547,-9.166733741760254,0.8333333333333333,070949,Fanqueiro,2025-05-20,14:34:15,Tuesday,True
1206,Red Line,CM,Approaching,38.803279876708984,-9.352346420288086,8.88888888888889,170206,Casal da Cavaleira,2025-05-20,14:34:06,Tuesday,True
1704,Red Line,CM,Stationed,38.74345397949219,-9.218839645385742,0.0,030783,Damaia,2025-05-20,14:33:59,Tuesday,True
1726,Red Line,CM,Stationed,38.728878021240234,-9.24481201171875,0.0,120045,Bairro do Aqueduto,2025-05-20,14:34:00,Tuesday,True
1014,Red Line,CM,Stationed,38.76869201660156,-9.240086555480957,0.0,030339,Mina,2025-05-20,14:32:51,Tuesday,True
1601,Red Line,CM,Stationed,38.75602722167969,-9.218338012695312,0.2777777777777778,030860,Falagueira-Venda Nova,2025-05-20,14:34:08,Tuesday,True
2740,Yellow Line,CM,In Transit,38.92009735107422,-9.279667854309082,13.61111111111111,080334,Malveira e São Miguel de Alcainça,2025-05-20,14:33:51,Tuesday,True
2805,Yellow Line,CM,Approaching,38.9276237487793,-9.237677574157715,10.833333333333334,082003,Venda do Pinheiro e Santo Estêvão das Galés,2025-05-20,14:34:15,Tuesday,True
3528,Red Line,CM,Stationed,38.62840270996094,-9.14792537689209,0.0,140695,Corroios,2025-05-20,14:34:01,Tuesday,True
2039,Red Line,CM,In Transit,38.838924407958984,-9.15896224975586,3.888888888888889,070383,Infantado,2025-05-20,14:33:52,Tuesday,True
3004,Red Line,CM,In Transit,38.64961242675781,-9.172513961791992,7.222222222222222,020129,Vale Flores,2025-05-20,14:34:15,Tuesday,True
3513,Red Line,CM,Approaching,38.67256546020508,-9.155352592468262,7.5,020535,Cova da Piedade,2025-05-20,14:34:12,Tuesday,True
1624,Red Line,CM,In Transit,38.8026123046875,-9.381611824035645,4.722222222222222,171382,Estefânea,2025-05-20,14:33:53,Tuesday,True
3011,Red Line,CM,In Transit,38.645973205566406,-9.233558654785156,6.666666666666666,020445,Boca do Grilo,2025-05-20,14:33:54,Tuesday,True
1510,Blue Line,CM,Stationed,38.7495002746582,-9.215633392333984,0.0,030671,Falagueira-Venda Nova,2025-05-20,14:34:14,Tuesday,True
2713,Red Line,CM,Approaching,38.79665756225586,-9.105159759521484,0.5555555555555556,071295,Urbanização Real Forte,2025-05-20,14:34:01,Tuesday,True
3013,Red Line,CM,In Transit,38.65177536010742,-9.160910606384277,6.111111111111111,020513,Alembrança,2025-05-20,14:34:05,Tuesday,True
3119,Red Line,CM,Approaching,38.63237762451172,-9.117284774780273,5.0,140151,Medideira,2025-05-20,14:34:06,Tuesday,True
1612,Red Line,CM,Stationed,38.73908996582031,-9.304773330688477,0.0,121104,Porto Salvo,2025-05-20,14:34:00,Tuesday,True
4443,Red Line,CM,In Transit,38.526248931884766,-8.811118125915527,7.777777777777778,160384,Unknown,2025-05-20,14:34:10,Tuesday,True
3114,Red Line,CM,Stationed,38.620792388916016,-9.082534790039062,0.0,140279,Quinta da Courela,2025-05-20,14:34:00,Tuesday,True
4504,Red Line,CM,Approaching,38.751502990722656,-8.944348335266113,8.88888888888889,010135,Quebradas,2025-05-20,14:33:18,Tuesday,True
3516,Red Line,CM,In Transit,38.6413688659668,-9.165858268737793,12.5,140685,Quinta do Chiado,2025-05-20,14:34:10,Tuesday,True
2306,Red Line,CM,Stationed,38.89945602416992,-9.037266731262207,0.8333333333333333,180143,Unknown,2025-05-20,14:33:56,Tuesday,True
4501,Red Line,CM,Stationed,38.74919128417969,-8.96534538269043,0.0,010081,Bairro Coophabital,2025-05-20,14:34:14,Tuesday,True
1205,Blue Line,CM,In Transit,38.80036163330078,-9.34994125366211,0.0,170203,Ouressa,2025-05-20,14:34:04,Tuesday,True
2029,Blue Line,CM,Approaching,38.775543212890625,-9.102092742919922,2.5,070575,Jardins do Cristo Rei,2025-05-20,14:33:59,Tuesday,True
2626,Red Line,CM,Approaching,38.930702209472656,-9.311044692993164,17.77777777777778,080458,Igreja Nova e Cheleiros,2025-05-20,14:33:51,Tuesday,True
2740,Yellow Line,CM,In Transit,38.93252944946289,-9.326706886291504,5.833333333333333,080345,Mafra,2025-05-20,14:33:56,Tuesday,True
2761,Red Line,CM,In Transit,38.85280227661133,-9.149710655212402,13.88888888888889,070939,Quinta do Aqueduto,2025-05-20,14:33:57,Tuesday,True
1606,Red Line,CM,Approaching,38.70376968383789,-9.290453910827637,5.0,120633,Alto da Loba,2025-05-20,14:34:09,Tuesday,True
4436,Blue Line,CM,In Transit,38.52582931518555,-8.869462966918945,7.777777777777778,160035,São Sebastião,2025-05-20,14:34:03,Tuesday,True
1703,Red Line,CM,In Transit,38.76634979248047,-9.212791442871094,5.277777777777778,030701,Alfornelos,2025-05-20,14:33:53,Tuesday,True
1617,Red Line,CM,In Transit,38.706661224365234,-9.29536247253418,3.888888888888889,120610,Alto da Loba,2025-05-20,14:33:55,Tuesday,True
1524,Blue Line,CM,Stationed,38.7454833984375,-9.304802894592285,0.2777777777777778,121092,Porto Salvo,2025-05-20,14:34:08,Tuesday,True
1250,Red Line,CM,In Transit,38.802581787109375,-9.456707954406738,10.833333333333334,171338,Mucifal,2025-05-20,14:33:54,Tuesday,True
1230,Blue Line,CM,Approaching,38.762054443359375,-9.26590633392334,7.777777777777778,172187,Massamá e Monte Abraão,2025-05-20,14:34:11,Tuesday,True
1209,Red Line,CM,Stationed,38.76596450805664,-9.321290016174316,8.88888888888889,170415,Rio de Mouro Velho,2025-05-20,14:33:12,Tuesday,True
1527,Red Line,CM,Approaching,38.73856735229492,-9.26998519897461,10.833333333333334,120393,Oeiras,2025-05-20,14:34:13,Tuesday,True
1710,Red Line,CM,Stationed,38.77739715576172,-9.218009948730469,0.2777777777777778,030870,Encosta do Sol,2025-05-20,14:34:05,Tuesday,True
1222,Blue Line,CM,Stationed,38.76946258544922,-9.312257766723633,0.0,170441,Cacém,2025-05-20,14:34:14,Tuesday,True
3106,Blue Line,CM,In Transit,38.563621520996094,-9.074448585510254,7.5,140455,Redondos,2025-05-20,14:33:31,Tuesday,True
1251,Red Line,CM,In Transit,38.798892974853516,-9.355416297912598,4.166666666666667,170811,Ouressa,2025-05-20,14:34:01,Tuesday,True
3103,Red Line,CM,In Transit,38.61074447631836,-9.093146324157715,1.9444444444444444,140330,Bacelos de Gaio,2025-05-20,14:34:11,Tuesday,True
