Direction_ID,Travel_ID,Current_Status,Vehicle ID,Latitude,Line_ID,Longitude,Pattern_ID,Route_ID,schedule_relationship,Shift_ID,Speed,Stop_ID,Timestamp,Trip_ID,Datetime,Date,Time,Day,Workday,Color_ID,Operator,Source,District
0,,In Transit,,38.70719909667969,25E,-9.141420364379883,,79_0,,,,3820,1753780622,14261_20250601_79_0_8,2025-07-29 09:17:02,2025-07-29,09:17:02,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.70438003540039,15E,-9.174779891967773,,76_0,,,,12115,1753780628,11251_20250601_76_0_6,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Yellow Line,CL,CL,Santo Amaro
0,,In Transit,,38.73447036743164,52B,-9.153980255126953,,244_0,,,,1403,1753780536,21670_20250601_244_0_5,2025-07-29 09:15:36,2025-07-29,09:15:36,Tuesday,True,Yellow Line,CL,CL,Campo Pequeno
0,,In Transit,,38.71432876586914,28E,-9.169179916381836,,75_0,,,,8018,1753780621,14917_20250601_75_0_6,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Yellow Line,CL,CL,Prazeres
1,,In Transit,,38.69717025756836,15E,-9.200980186462402,,76_0,,,,9609,1753780628,11261_20250601_76_0_7,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Yellow Line,CL,CL,Belém
0,,In Transit,,38.69977951049805,15E,-9.184399604797363,,76_0,,,,9504,1753780618,11185_20250601_76_0_5,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Yellow Line,CL,CL,Junqueira
1,,In Transit,,38.77452850341797,45B,-9.150070190429688,,277_0,,,,11501,1753780616,45289_20250601_277_0_7,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Lumiar
0,,In Transit,,38.761478424072266,29B,-9.108380317687988,,209_0,,,,8441,1753780625,17523_20250601_209_0_7,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Olivais Sul
1,,In Transit,,38.76293182373047,26B,-9.10653018951416,,208_0,,,,2322,1753780619,17519_20250601_208_0_6,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Yellow Line,CL,CL,Olivais Sul
0,,In Transit,,38.7559814453125,31B,-9.113570213317871,,210_0,,,,8427,1753780611,17537_20250601_210_0_6,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.7570686340332,32B,-9.112420082092285,,211_0,,,,50346,1753780623,17547_20250601_211_0_8,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.77510070800781,26B,-9.099980354309082,,208_0,,,,50123,1753780610,17509_20250601_208_0_7,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Yellow Line,CL,CL,Parque das Nações
0,,In Transit,,38.77716827392578,40B,-9.145999908447266,,212_0,,,,6013,1753780616,17557_20250601_212_0_6,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Alta de Lisboa
0,,In Transit,,38.72317123413086,28E,-9.131580352783203,,75_0,,,,709,1753780627,14983_20250601_75_0_6,2025-07-29 09:17:07,2025-07-29,09:17:07,Tuesday,True,Yellow Line,CL,CL,Graça
0,,In Transit,,38.695030212402344,15E,-9.214599609375,,76_0,,,,13206,1753780623,11312_20250601_76_0_7,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Pedrouços
1,,In Transit,,38.712799072265625,15E,-9.137619972229004,,76_0,,,,50621,1753780614,11225_20250601_76_0_6,2025-07-29 09:16:54,2025-07-29,09:16:54,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.75967025756836,55B,-9.179730415344238,,240_0,,,,12828,1753780610,21533_20250601_240_0_8,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Yellow Line,CL,CL,Carnide
0,,In Transit,,38.74958038330078,71B,-9.197620391845703,,278_0,,,,10802,1753780617,45256_20250601_278_0_5,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Yellow Line,CL,CL,Benfica
1,,In Transit,,38.70930099487305,28E,-9.138420104980469,,75_0,,,,50149,1753780512,15035_20250601_75_0_4,2025-07-29 09:15:12,2025-07-29,09:15:12,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.70634841918945,25E,-9.142820358276367,,79_0,,,,3803,1753780608,14269_20250601_79_0_5,2025-07-29 09:16:48,2025-07-29,09:16:48,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.72407913208008,24E,-9.159680366516113,,213_0,,,,50362,1753780616,17851_20250601_213_0_4,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Campolide
1,,In Transit,,38.76959991455078,45B,-9.165200233459473,,277_0,,,,50536,1753780626,49560_20250601_277_0_6,2025-07-29 09:17:06,2025-07-29,09:17:06,Tuesday,True,Yellow Line,CL,CL,Lumiar
0,,In Transit,,38.69878005981445,79B,-9.227129936218262,,221_0,,,,4208,1753780616,18670_20250601_221_0_4,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Baixa de Algés
0,,In Transit,,38.74998092651367,72B,-9.197429656982422,,279_0,,,,10907,1753780621,45263_20250601_279_0_5,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Yellow Line,CL,CL,Benfica
0,,In Transit,,38.73406982421875,34B,-9.112649917602539,,226_0,,,,17571,1753780606,19140_20250601_226_0_5,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.715431213378906,28E,-9.164329528808594,,75_0,,,,8002,1753780628,14931_20250601_75_0_6,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Yellow Line,CL,CL,Santa Isabel
0,,In Transit,,38.71466827392578,28E,-9.167329788208008,,75_0,,,,50672,1753780624,14894_20250601_75_0_6,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Yellow Line,CL,CL,Santa Isabel
0,,In Transit,,38.713279724121094,28E,-9.130249977111816,,75_0,,,,13814,1753780605,14957_20250601_75_0_4,2025-07-29 09:16:45,2025-07-29,09:16:45,Tuesday,True,Yellow Line,CL,CL,Alfama
0,,In Transit,,38.75027084350586,72B,-9.207469940185547,,279_0,,,,50132,1753780600,45264_20250601_279_0_5,2025-07-29 09:16:40,2025-07-29,09:16:40,Tuesday,True,Yellow Line,CL,CL,Benfica
1,,In Transit,,38.69615173339844,15E,-9.21969985961914,,76_0,,,,4209,1753780608,11277_20250601_76_0_8,2025-07-29 09:16:48,2025-07-29,09:16:48,Tuesday,True,Yellow Line,CL,CL,Pedrouços
0,,In Transit,,38.706878662109375,67B,-9.158149719238281,,253_0,,,,3915,1753780615,28214_20250601_253_0_5,2025-07-29 09:16:55,2025-07-29,09:16:55,Tuesday,True,Yellow Line,CL,CL,Prazeres
0,,In Transit,,38.70566940307617,79B,-9.202300071716309,,221_0,,,,13310,1753780603,18660_20250601_221_0_5,2025-07-29 09:16:43,2025-07-29,09:16:43,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.7081298828125,15E,-9.13716983795166,,76_0,,,,5515,1753269518,11225_20250601_76_0_9,2025-07-23 11:18:38,2025-07-23,11:18:38,Wednesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.746028900146484,52B,-9.158519744873047,,244_0,,,,50541,1753780624,21660_20250601_244_0_6,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Yellow Line,CL,CL,Campo Pequeno
0,,In Transit,,38.718379974365234,28E,-9.129850387573242,,75_0,,,,9131,1753780611,14969_20250601_75_0_6,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Yellow Line,CL,CL,Graça
0,,In Transit,,38.718570709228516,64B,-9.171649932861328,,238_0,,,,50488,1753780624,21488_20250601_238_0_8,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,,,CL,Santa Isabel
0,,In Transit,,38.71492004394531,25E,-9.166449546813965,,79_0,,,,8018,1753780624,14254_20250601_79_0_8,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Yellow Line,CL,CL,Santa Isabel
0,,In Transit,,38.74586868286133,71B,-9.206330299377441,,278_0,,,,2908,1753780584,45257_20250601_278_0_4,2025-07-29 09:16:24,2025-07-29,09:16:24,Tuesday,True,Yellow Line,CL,CL,Benfica
0,,In Transit,,38.71541976928711,28E,-9.136030197143555,,75_0,,,,,1753780615,14995_20250601_75_0_3,2025-07-29 09:16:55,2025-07-29,09:16:55,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.71577072143555,13B,-9.229769706726074,,243_0,,,,601,1753779871,21590_20250601_243_0_6,2025-07-29 09:04:31,2025-07-29,09:04:31,Tuesday,True,Yellow Line,CL,CL,Miraflores
0,,In Transit,,38.74753189086914,34B,-9.11812973022461,,226_0,,,,50547,1753780626,19150_20250601_226_0_4,2025-07-29 09:17:06,2025-07-29,09:17:06,Tuesday,True,Yellow Line,CL,CL,Unknown
1,,In Transit,,38.728031158447266,61B,-9.162349700927734,,241_0,,,,6122,1753780608,21529_20250601_241_0_8,2025-07-29 09:16:48,2025-07-29,09:16:48,Tuesday,True,Yellow Line,CL,CL,Campolide
0,,In Transit,,38.73693084716797,61B,-9.16759967803955,,241_0,,,,2711,1753780623,21519_20250601_241_0_8,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Campolide
0,,In Transit,,38.70692825317383,76B,-9.191280364990234,,219_0,,,,50331,1753780619,18629_20250601_219_0_8,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.71657180786133,65B,-9.16172981262207,,250_0,,,,50484,1753780572,22207_20250601_250_0_4,2025-07-29 09:16:12,2025-07-29,09:16:12,Tuesday,True,Yellow Line,,CL,Santa Isabel
0,,In Transit,,38.71657180786133,65B,-9.16172981262207,,250_0,,,,50484,1753780572,22207_20250601_250_0_4,2025-07-29 09:16:12,2025-07-29,09:16:12,Tuesday,True,Yellow Line,CL,CL,Santa Isabel
0,,In Transit,,38.78873062133789,40B,-9.16135025024414,,212_0,,,,50103,1753780601,17567_20250601_212_0_7,2025-07-29 09:16:41,2025-07-29,09:16:41,Tuesday,True,Yellow Line,CL,CL,Santa Clara
0,,In Transit,,38.745479583740234,49B,-9.135100364685059,,251_0,,,,50109,1753780605,22212_20250601_251_0_6,2025-07-29 09:16:45,2025-07-29,09:16:45,Tuesday,True,Yellow Line,CL,CL,Areeiro
0,,In Transit,,38.71508026123047,22B,-9.150979995727539,,236_0,,,,6716,1753780409,19419_20250601_236_0_8,2025-07-29 09:13:29,2025-07-29,09:13:29,Tuesday,True,Yellow Line,CL,CL,Mercês
0,,In Transit,,38.73006820678711,17B,-9.14447021484375,,247_0,,,,50554,1753780609,21702_20250601_247_0_5,2025-07-29 09:16:49,2025-07-29,09:16:49,Tuesday,True,Yellow Line,CL,CL,Saldanha
0,,In Transit,,38.74137878417969,58B,-9.170330047607422,,227_0,,,,,1753780623,19290_20250601_227_0_4,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.698448181152344,15E,-9.225319862365723,,76_0,,,,4208,1753780609,11450_20250601_76_0_4,2025-07-29 09:16:49,2025-07-29,09:16:49,Tuesday,True,Yellow Line,CL,CL,São Francisco Xavier
0,,In Transit,,38.76905059814453,29B,-9.116999626159668,,209_0,,,,7704,1753780629,17533_20250601_209_0_5,2025-07-29 09:17:09,2025-07-29,09:17:09,Tuesday,True,Yellow Line,CL,CL,Unknown
1,,In Transit,,38.70655059814453,15E,-9.141980171203613,,76_0,,,,3803,1753780602,11235_20250601_76_0_4,2025-07-29 09:16:42,2025-07-29,09:16:42,Tuesday,True,Yellow Line,CL,CL,Cais do Sodré
0,,In Transit,,38.70349884033203,15E,-9.168129920959473,,76_0,,,,10202,1753780625,11199_20250601_76_0_7,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Prazeres
0,,In Transit,,38.726200103759766,37B,-9.12600040435791,,224_0,,,,50398,1753780615,18838_20250601_224_0_8,2025-07-29 09:16:55,2025-07-29,09:16:55,Tuesday,True,Yellow Line,CL,CL,São João
0,,In Transit,,38.774169921875,41B,-9.15552043914795,,232_0,,,,11502,1753780614,19374_20250601_232_0_8,2025-07-29 09:16:54,2025-07-29,09:16:54,Tuesday,True,Yellow Line,CL,CL,Lumiar
0,,In Transit,,38.76002883911133,46B,-9.148320198059082,,239_0,,,,50498,1753780625,21498_20250601_239_0_5,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Campo Grande
1,,In Transit,,38.719200134277344,12E,-9.135649681091309,,77_0,,,,704,1753780601,11031_20250601_77_0_5,2025-07-29 09:16:41,2025-07-29,09:16:41,Tuesday,True,,,CL,Santa Maria Maior
0,,In Transit,,38.70746994018555,73B,-9.174169540405273,,220_0,,,,12122,1753780619,18772_20250601_220_0_5,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Yellow Line,CL,CL,Quinta do Cabrinha
1,,In Transit,,38.7127685546875,28E,-9.130629539489746,,75_0,,,,804,1753780624,14943_20250601_75_0_3,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.70487976074219,18E,-9.196869850158691,,78_0,,,,13303,1753780629,12180_20250601_78_0_10,2025-07-29 09:17:09,2025-07-29,09:17:09,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.70787048339844,67B,-9.171600341796875,,253_0,,,,50080,1753780612,28215_20250601_253_0_6,2025-07-29 09:16:52,2025-07-29,09:16:52,Tuesday,True,Yellow Line,CL,CL,Prazeres
0,,In Transit,,38.70362854003906,18E,-9.195549964904785,,78_0,,,,13410,1753780625,12193_20250601_78_0_9,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Unknown
1,,In Transit,,38.718719482421875,28E,-9.12987995147705,,75_0,,,,14803,1753780625,15021_20250601_75_0_5,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Graça
0,,In Transit,,38.71493148803711,10B,-9.128700256347656,,242_0,,,,14802,1753780602,21748_20250601_242_0_7,2025-07-29 09:16:42,2025-07-29,09:16:42,Tuesday,True,Yellow Line,CL,CL,Graça
1,,In Transit,,38.72439956665039,24E,-9.159870147705078,,213_0,,,,6130,1753780605,17841_20250601_213_0_11,2025-07-29 09:16:45,2025-07-29,09:16:45,Tuesday,True,Yellow Line,CL,CL,Santo António
1,,In Transit,,38.7097282409668,28E,-9.142470359802246,,75_0,,,,10515,1753780387,15047_20250601_75_0_5,2025-07-29 09:13:07,2025-07-29,09:13:07,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.70817947387695,15E,-9.137149810791016,,76_0,,,,50620,1753780564,11209_20250601_76_0_7,2025-07-29 09:16:04,2025-07-29,09:16:04,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
